department,quarter,class_name,professor_name,section,professor_rating,professor_difficulty,professor_num_ratings
Computer Science and Engineering,Winter25,CSE115B,Richard K Jullig,Section 01,4.1,3,56
Computer Science and Engineering,Spring25,CSE115C,Richard K Jullig,Section 01,4.1,3,56
Computer Science and Engineering,Fall24,CSE115D,Richard K Jullig,Section 01,4.1,3,56
Computer Science and Engineering,Fall24,CSE120,Sagnik Nath,Section 02,2.5,3.3,103
Computer Science and Engineering,Winter25,CSE120,Heiner Litz,Section 01,3.9,4.1,49
Computer Science and Engineering,Winter25,CSE120,Abel Souza,Section 02,3.1,3.1,74
Computer Science and Engineering,Spring25,CSE120,Sagnik Nath,Section 01,2.5,3.3,103
Computer Science and Engineering,Spring25,CSE120,Yuanchao Xu,Section 02,4.2,2.1,26
Computer Science and Engineering,Fall24,CSE121,Ethan Joseph Sifferman,Section 01,4.1,3.7,326
Computer Science and Engineering,Spring25,CSE121,Ethan Joseph Sifferman,Section 01,4.1,3.7,326
Computer Science and Engineering,Winter25,CSE122,Matthew Guthaus,Section 01,4.1,3.6,18
Computer Science and Engineering,Fall24,CSE123A,Marcelo Siero,Section 01,4.2,3.8,95
Computer Science and Engineering,Winter25,CSE123A,David Harrison,Section 01,4.9,2.8,20
Computer Science and Engineering,Winter25,CSE123B,Marcelo Siero,Section 01,4.2,3.8,95
Computer Science and Engineering,Spring25,CSE123B,David Harrison,Section 01,4.9,2.8,20
Computer Science and Engineering,Fall24,CSE125,Dustin Richmond,Section 01,3.9,3.5,11
Computer Science and Engineering,Fall24,CSE130,Kerry Veenstra,Section 01,3.4,3.1,86
Computer Science and Engineering,Fall24,CSE130,Yuanchao Xu,Section 02,4.2,2.1,26
Computer Science and Engineering,Winter25,CSE130,Kerry Veenstra,Section 01,3.4,3.1,86
Computer Science and Engineering,Winter25,CSE130,Andrew Quinn,Section 02,3.6,4,134
Computer Science and Engineering,Spring25,CSE130,Kerry Veenstra,Section 01,3.4,3.1,86
Computer Science and Engineering,Spring25,CSE130,Kriti Bhargava,Section 02,3.4,4.6,16
Computer Science and Engineering,Fall24,CSE132,Alvaro A. Cardenas,Section 01,4.3,1.8,4
Computer Science and Engineering,Spring25,CSE134,Liting Hu,Section 01,4.1,3,49
Computer Science and Engineering,Fall24,CSE138,Liting Hu,Section 01,4.1,3,49
Computer Science and Engineering,Winter25,CSE138,Peter A Alvaro,Section 01,2.8,3.7,95
Computer Science and Engineering,Spring25,CSE138,Peter Alvaro,Section 01,2.8,3.7,95
Computer Science and Engineering,Fall24,CSE140,Niloofar Montazeri,Section 01,4.5,3,35
Computer Science and Engineering,Winter25,CSE140,Niloofar Montazeri,Section 01,4.5,3,35
Computer Science and Engineering,Spring25,CSE142,Alex Rudnick,Section 01,4.3,2.4,63
Computer Science and Engineering,Fall24,CSE143,Alex Rudnick,Section 01,4.3,2.4,63
Computer Science and Engineering,Spring25,CSE143,Jeffrey Flanigan,Section 01,4.6,2.5,46
Computer Science and Engineering,Fall24,CSE144,Yi Zhang,Section 01,4,2.4,26
Computer Science and Engineering,Winter25,CSE144,Cihang Xie,Section 01,3,3.7,3
Computer Science and Engineering,Spring25,CSE146,Yang Liu,Section 01,3,2.8,25
Computer Science and Engineering,Fall24,CSE150,Christina Parsa,Section 01,2.4,3.4,23
Computer Science and Engineering,Winter25,CSE150,Christina Parsa,Section 01,2.4,3.4,23
Computer Science and Engineering,Spring25,CSE150,Chen Qian,Section 01,1.6,4.3,33
Computer Science and Engineering,Spring25,CSE151,Richard J Graziani,Section 01,4.3,2.5,57
Computer Science and Engineering,Spring25,CSE151L,Richard J Graziani,Section 01,4.3,2.5,57
Computer Science and Engineering,Winter25,CSE156,Mehrdad Parsa,Section 01,2.1,2.5,37
Computer Science and Engineering,Spring25,CSE156,Ram Sundara Raman,Section 01,4.1,2.4,10
Computer Science and Engineering,Winter25,CSE156L,Mehrdad Parsa,Section 01,2.1,2.5,37
Computer Science and Engineering,Spring25,CSE156L,Ram Sundara Raman,Section 01,4.1,2.4,10
Computer Science and Engineering,Spring25,CSE157,Katia Obraczka,Section 01,4.3,1.8,32
Computer Science and Engineering,Winter25,CSE160,James E Davis,Section 01,3.9,2.7,93
Computer Science and Engineering,Spring25,CSE160,James E Davis,Section 01,3.9,2.7,93
Computer Science and Engineering,Spring25,CSE164,Cihang Xie,Section 01,3,3.7,3
Computer Science and Engineering,Winter25,CSE180,Ishtiyaque Ahmad,Section 01,2.9,3,26
Computer Science and Engineering,Spring25,CSE182,Nikolaos Tziavelis,Section 01,3,4.1,106
Computer Science and Engineering,Fall24,CSE183,Luca de Alfaro,Section 01,3.5,2.2,37
Computer Science and Engineering,Spring25,CSE183,Massimo Di Pierro,Section 01,0,0,0
Computer Science and Engineering,Fall24,CSE185E,Gerald B Moulds,Section 01,3.3,3.7,3
Computer Science and Engineering,Winter25,CSE185E,Gerald B Moulds,Section 01,3.3,3.7,3
Computer Science and Engineering,Spring25,CSE185E,Gerald B Moulds,Section 01,3.3,3.7,3
Computer Science and Engineering,Fall24,CSE185S,Gerald B Moulds,Section 01,3.3,3.7,3
Computer Science and Engineering,Winter25,CSE185S,Gerald B Moulds,Section 01,3.3,3.7,3
Computer Science and Engineering,Spring25,CSE185S,Gerald B Moulds,Section 01,3.3,3.7,3
Computer Science and Engineering,Winter25,CSE186,David Harrison,Section 01,4.9,2.8,20
Computer Science and Engineering,Spring25,CSE187,David Harrison,Section 01,4.9,2.8,20
Computer Science and Engineering,Fall24,CSE200,Harikrishna S Kuttivelil,Section 01,3.5,1,1
Computer Science and Engineering,Winter25,CSE201,Seshadhri Comandur,Section 01,4.6,4.2,58
Computer Science and Engineering,Fall24,CSE206C,Yannis Demertzis,Section 01,2.5,3.6,19
Computer Science and Engineering,Spring25,CSE209A,Vaggos Chatziafratis,Section 01,3.8,4.1,16
Computer Science and Engineering,Spring25,CSE210A,Owen Arden,Section 01,3.1,2.8,44
Computer Science and Engineering,Fall24,CSE214,Nikos Tziavelis,Section 01,4.2,4.1,101
Computer Science and Engineering,Fall24,CSE216,Daniel Fremont,Section 01,3,3.3,155
Computer Science and Engineering,Fall24,CSE220,Heiner Litz,Section 01,3.9,4.1,49
Computer Science and Engineering,Winter25,CSE222A,Matthew Guthaus,Section 01,4.1,3.6,18
Computer Science and Engineering,Spring25,CSE222B,Matthew Guthaus,Section 01,4.1,3.6,18
Computer Science and Engineering,Fall24,CSE225,Dustin Richmond,Section 01,3.9,3.5,11
Computer Science and Engineering,Spring25,CSE225,Dustin Alexander Richmond,Section 01,3.1,3.4,18
Computer Science and Engineering,Winter25,CSE228A,Scott Beamer,Section 01,4.6,3.4,364
Computer Science and Engineering,Spring25,CSE231,Andrew Quinn,Section 01,3.6,4,134
Computer Science and Engineering,Fall24,CSE232,Lindsey Kuper,Section 01,5,3.5,2
Computer Science and Engineering,Spring25,CSE232,Mohsen Lesani,Section 01,3.2,2.6,61
Computer Science and Engineering,Winter25,CSE233,Alvaro A. Cardenas,Section 01,4.3,1.8,4
Computer Science and Engineering,Fall24,CSE240,Leilani H. Gilpin,Section 01,4.3,1.8,4
Computer Science and Engineering,Spring25,CSE242,Razvan V Marinescu,Section 01,4.6,2.5,43
Computer Science and Engineering,Fall24,CSE244A,Yuyin Zhou,Section 01,2.5,3.8,12
Computer Science and Engineering,Spring25,CSE244C,Yuyin Zhou,Section 01,2.5,3.8,12
Computer Science and Engineering,Spring25,CSE247,Yi Zhang,Section 01,4,2.4,26
Computer Science and Engineering,Winter25,CSE248,Yang Liu,Section 01,3,2.8,25
Computer Science and Engineering,Winter25,CSE250A,Chen Qian,Section 01,1.6,4.3,33
Computer Science and Engineering,Fall24,CSE253,Ram Sundara Raman,Section 01,4.1,2.4,10
Computer Science and Engineering,Spring25,CSE257,Katia Obraczka,Section 01,4.3,1.8,32
Computer Science and Engineering,Winter25,CSE258,Alexandra Kolla,Section 01,2.8,3.4,32
Computer Science and Engineering,Winter25,CSE269,Evangelos Chatziafratis,Section 01,3.2,3.8,54
Computer Science and Engineering,Fall24,CSE280G,Scott Beamer,Section 01,4.6,3.4,364
Computer Science and Engineering,Winter25,CSE280G,Scott Beamer,Section 01,4.6,3.4,364
Computer Science and Engineering,Spring25,CSE280G,Scott Beamer,Section 01,4.6,3.4,364
Computer Science and Engineering,Fall24,CSE280N,Katia Obraczka,Section 01,4.3,1.8,32
Computer Science and Engineering,Fall24,CSE280N,Chen Qian,Section 02,1.6,4.3,33
Computer Science and Engineering,Winter25,CSE280N,Katia Obraczka,Section 01,4.3,1.8,32
Computer Science and Engineering,Winter25,CSE280N,Chen Qian,Section 02,1.6,4.3,33
Computer Science and Engineering,Spring25,CSE280N,Katia Obraczka,Section 01,4.3,1.8,32
Computer Science and Engineering,Spring25,CSE280N,Chen Qian,Section 02,1.6,4.3,33
Computer Science and Engineering,Fall24,CSE280O,Lindsey Kuper,Section 01,5,3.5,2
Computer Science and Engineering,Winter25,CSE280O,Lindsey Kuper,Section 01,5,3.5,2
Computer Science and Engineering,Spring25,CSE280O,Lindsey Kuper,Section 01,5,3.5,2
Computer Science and Engineering,Fall24,CSE280P,Jose Renau,Section 01,4.3,2.6,14
Computer Science and Engineering,Winter25,CSE280P,Jose Renau,Section 01,4.3,2.6,14
Computer Science and Engineering,Spring25,CSE280P,Jose Renau,Section 01,4.3,2.6,14
Computer Science and Engineering,Fall24,CSE280S,Heiner Litz,Section 01,3.9,4.1,49
Computer Science and Engineering,Winter25,CSE280S,Heiner Litz,Section 01,3.9,4.1,49
Computer Science and Engineering,Spring25,CSE280S,Heiner H Litz,Section 01,4.3,1.8,4
Computer Science and Engineering,Fall24,CSE280V,Roberto Manduchi,Section 01,3,3.4,52
Computer Science and Engineering,Winter25,CSE280V,Roberto Manduchi,Section 01,3,3.4,52
Computer Science and Engineering,Spring25,CSE280V,Roberto Manduchi,Section 01,3,3.4,52
Computer Science and Engineering,Fall24,CSE280X,Peter Alvaro,Section 01,2.8,3.7,95
Computer Science and Engineering,Winter25,CSE280X,Peter Alvaro,Section 01,2.8,3.7,95
Computer Science and Engineering,Spring25,CSE280X,Peter Alvaro,Section 01,2.8,3.7,95
Computer Science and Engineering,Fall24,CSE290C,Razvan Marinescu,Section 01,4.6,2.5,43
Computer Science and Engineering,Winter25,CSE290C,Yuyin Zhou,Section 01,2.5,3.8,12
Computer Science and Engineering,Spring25,CSE290C,Yang Liu,Section 01,3,2.8,25
Computer Science and Engineering,Fall24,CSE290D,Cihang Xie,Section 01,3,3.7,3
Computer Science and Engineering,Fall24,CSE290N,Abel Souza,Section 01,3.1,3.1,74
Computer Science and Engineering,Spring25,CSE290Q,Kyle A Miller,Section 01,2.2,3.7,47
Computer Science and Engineering,Fall24,CSE290S,Peter Alvaro,Section 01,2.8,3.7,95
Computer Science and Engineering,Winter25,CSE290X,Yuanchao Xu,Section 01,4.2,2.1,26
Computer Science and Engineering,Fall24,CSE293,Liting Hu,Section 01,4.1,3,49
Computer Science and Engineering,Winter25,CSE293,Ethan Joseph Sifferman,Section 01,4.1,3.7,326
Electrical and Computer Engineering,Fall24,ECE8,Tae Myung Huh,Section 01,2.8,4,41
Electrical and Computer Engineering,Winter25,ECE9,Alexey Munishkin,Section 01,2.9,2.9,128
Electrical and Computer Engineering,Spring25,ECE10,Dejan Milutinovic,Section 01,2.7,4.1,76
Electrical and Computer Engineering,Fall24,ECE13,Steve McGuire,Section 01,4.1,3.2,69
Electrical and Computer Engineering,Spring25,ECE13,Colleen Josephson,Section 01,5,1,2
Electrical and Computer Engineering,Winter25,ECE30,Paul Vroomen,Section 01,2.8,3.4,101
Electrical and Computer Engineering,Spring25,ECE30,Marco A Rolandi,Section 01,4.3,1.8,4
Electrical and Computer Engineering,Spring25,ECE80B,Shiva Abbaszadeh,Section 01,1.9,4,39
Electrical and Computer Engineering,Winter25,ECE80H,Les Guliasi,Section 01,1.4,4.8,4
Electrical and Computer Engineering,Winter25,ECE80T,Ken Pedrotti,Section 01,3.8,2.6,74
Electrical and Computer Engineering,Fall24,ECE101,Nathan M Ellis,Section 01,2.5,3.3,103
Electrical and Computer Engineering,Winter25,ECE101,Keith Allen Corzine,Section 01,3.5,2.6,33
Electrical and Computer Engineering,Fall24,ECE101L,Nathan M Ellis,Section 01,2.5,3.3,103
Electrical and Computer Engineering,Winter25,ECE101L,Keith Allen Corzine,Section 01,3.5,2.6,33
Electrical and Computer Engineering,Fall24,ECE102,Holger Schmidt,Section 01,0,0,0
Electrical and Computer Engineering,Fall24,ECE102L,Holger Schmidt,Section 01,0,0,0
Electrical and Computer Engineering,Fall24,ECE103,Yu Zhang,Section 01,2.5,4.1,38
Electrical and Computer Engineering,Spring25,ECE103,Hamid R Sadjadpour,Section 01,2.7,4,13
Electrical and Computer Engineering,Fall24,ECE103L,Yu Zhang,Section 01,2.5,4.1,38
Electrical and Computer Engineering,Spring25,ECE103L,Hamid R Sadjadpour,Section 01,2.7,4,13
Electrical and Computer Engineering,Spring25,ECE104,Marco A Rolandi,Section 01,4.3,1.8,4
Electrical and Computer Engineering,Fall24,ECE110,Jason Eshraghian,Section 01,2.8,2.8,18
Electrical and Computer Engineering,Spring25,ECE118,Tae Myung Huh,Section 01,2.8,4,41
Electrical and Computer Engineering,Fall24,ECE129A,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Winter25,ECE129B,Stephen C Petersen,Section 02,4.3,1.6,16
Electrical and Computer Engineering,Spring25,ECE129C,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Spring25,ECE129C,Meghdad Hajimorad,Section 02,2.4,3.3,10
Electrical and Computer Engineering,Fall24,ECE130,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Fall24,ECE130L,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Spring25,ECE135,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Spring25,ECE135L,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Spring25,ECE136,Austin Chen,Section 01,2.5,3.9,47
Electrical and Computer Engineering,Fall24,ECE141,Gabe Elkaim,Section 01,4.5,2.6,51
Electrical and Computer Engineering,Winter25,ECE151,Hao Ye,Section 01,2.5,3.6,161
Electrical and Computer Engineering,Spring25,ECE152,Zouheir Rezki,Section 01,3.6,2.9,16
Electrical and Computer Engineering,Spring25,ECE153,Hao Ye,Section 01,2.5,3.6,161
Electrical and Computer Engineering,Winter25,ECE157,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Winter25,ECE157L,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Winter25,ECE163,Gabe Elkaim,Section 01,4.5,2.6,51
Electrical and Computer Engineering,Winter25,ECE167,Colleen Josephson,Section 01,5,1,2
Electrical and Computer Engineering,Fall24,ECE171,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Winter25,ECE171,Jason Eshraghian,Section 01,2.8,2.8,18
Electrical and Computer Engineering,Fall24,ECE171L,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Winter25,ECE171L,Jason Eshraghian,Section 01,2.8,2.8,18
Electrical and Computer Engineering,Spring25,ECE173,Jason Eshraghian,Section 01,2.8,2.8,18
Electrical and Computer Engineering,Fall24,ECE174,Stephen C Petersen,Section 01,4.3,1.6,16
Electrical and Computer Engineering,Fall24,ECE175,Leila Parsa,Section 01,4.1,2.5,26
Electrical and Computer Engineering,Fall24,ECE175L,Leila Parsa,Section 01,4.1,2.5,26
Electrical and Computer Engineering,Winter25,ECE176,Leila Parsa,Section 01,4.1,2.5,26
Electrical and Computer Engineering,Winter25,ECE176L,Leila Parsa,Section 01,4.1,2.5,26
Electrical and Computer Engineering,Spring25,ECE177,Keith Corzine,Section 01,3.5,2.6,33
Electrical and Computer Engineering,Spring25,ECE177L,Keith Corzine,Section 01,3.5,2.6,33
Electrical and Computer Engineering,Spring25,ECE180J,Yu Zhang,Section 01,2.5,4.1,38
Electrical and Computer Engineering,Winter25,ECE185,Yihsu Chen,Section 01,2.5,3.9,47
Electrical and Computer Engineering,Spring25,ECE204,Marco A Rolandi,Section 01,4.3,1.8,4
Electrical and Computer Engineering,Fall24,ECE210,Jason Eshraghian,Section 01,2.8,2.8,18
Electrical and Computer Engineering,Spring25,ECE218,Tae Myung Huh,Section 01,2.8,4,41
Electrical and Computer Engineering,Fall24,ECE220,Shiva Abbaszadeh,Section 01,1.9,4,39
Electrical and Computer Engineering,Winter25,ECE222,Austin Chen,Section 01,2.5,3.9,47
Electrical and Computer Engineering,Fall24,ECE230,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Winter25,ECE232,Holger Schmidt,Section 01,0,0,0
Electrical and Computer Engineering,Fall24,ECE240,Steve McGuire,Section 01,4.1,3.2,69
Electrical and Computer Engineering,Winter25,ECE242,Gabe Elkaim,Section 01,4.5,2.6,51
Electrical and Computer Engineering,Spring25,ECE245,Dejan Milutinovic,Section 01,2.7,4.1,76
Electrical and Computer Engineering,Spring25,ECE246,Ricardo Sanfelice,Section 01,3.3,2,3
Electrical and Computer Engineering,Spring25,ECE250,Hao Ye,Section 01,2.5,3.6,161
Electrical and Computer Engineering,Fall24,ECE251,Zouheir Rezki,Section 01,3.6,2.9,16
Electrical and Computer Engineering,Spring25,ECE252,Zouheir Rezki,Section 01,3.6,2.9,16
Electrical and Computer Engineering,Fall24,ECE253,Hamid R Sadjadpour,Section 01,2.7,4,13
Electrical and Computer Engineering,Spring25,ECE256,Zouheir Rezki,Section 01,3.6,2.9,16
Electrical and Computer Engineering,Winter25,ECE263,Gabe Elkaim,Section 01,4.5,2.6,51
Electrical and Computer Engineering,Spring25,ECE275,Yihsu Chen,Section 01,2.5,3.9,47
Electrical and Computer Engineering,Winter25,ECE279,Yu Zhang,Section 01,2.5,4.1,38
Electrical and Computer Engineering,Fall24,ECE280C,Dejan Milutinovic,Section 01,2.7,4.1,76
Electrical and Computer Engineering,Fall24,ECE280C,Mircea Teodorescu,Section 02,2.7,3.2,40
Electrical and Computer Engineering,Fall24,ECE280C,Gabe Elkaim,Section 03,4.5,2.6,51
Electrical and Computer Engineering,Fall24,ECE280C,Ricardo Sanfelice,Section 04,3.3,2,3
Electrical and Computer Engineering,Winter25,ECE280C,Dejan Milutinovic,Section 01,2.7,4.1,76
Electrical and Computer Engineering,Winter25,ECE280C,Mircea Teodorescu,Section 02,2.7,3.2,40
Electrical and Computer Engineering,Winter25,ECE280C,Gabe Elkaim,Section 03,4.5,2.6,51
Electrical and Computer Engineering,Spring25,ECE280C,Dejan Milutinovic,Section 01,2.7,4.1,76
Electrical and Computer Engineering,Spring25,ECE280C,Mircea Teodorescu,Section 02,2.7,3.2,40
Electrical and Computer Engineering,Spring25,ECE280C,Gabe Elkaim,Section 03,4.5,2.6,51
Electrical and Computer Engineering,Winter25,ECE280D,Yihsu Chen,Section 01,2.5,3.9,47
Electrical and Computer Engineering,Fall24,ECE280N,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Winter25,ECE280N,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Spring25,ECE280N,Ali Yanik,Section 01,4.1,3.1,11
Electrical and Computer Engineering,Fall24,ECE280O,Holger Schmidt,Section 01,0,0,0
Electrical and Computer Engineering,Winter25,ECE280O,Holger Schmidt,Section 01,0,0,0
Electrical and Computer Engineering,Spring25,ECE280O,Holger Schmidt,Section 01,0,0,0
Electrical and Computer Engineering,Winter25,ECE280Z,Yu Zhang,Section 01,2.5,4.1,38
Electrical and Computer Engineering,Spring25,ECE280Z,Yu Zhang,Section 01,2.5,4.1,38
Electrical and Computer Engineering,Fall24,ECE290,Hao Ye,Section 01,2.5,3.6,161
Electrical and Computer Engineering,Winter25,ECE290,Hao Ye,Section 01,2.5,3.6,161
Electrical and Computer Engineering,Spring25,ECE290,Hao Ye,Section 01,2.5,3.6,161
Electrical and Computer Engineering,Fall24,ECE291,Michael Mikio Oye,Section 01,4.6,3.3,25
Electrical and Computer Engineering,Spring25,ECE293,Kenneth Pedrotti,Section 01,3.8,2.8,296
Games and Playable Media,Winter25,GAME215,Adam Sporka,Section 50,3.4,3.6,8
Games and Playable Media,Fall24,GAME221,Terry Smith,Section 50,2.7,3.1,107
Games and Playable Media,Fall24,GAME271,Zac Emerzian,Section 50,3.4,2.9,27
Games and Playable Media,Winter25,GAME272,Zac Emerzian,Section 50,3.4,2.9,27
Games and Playable Media,Fall24,GAME280A,Tad A Leckman,Section 50,4.3,1.8,4
Games and Playable Media,Winter25,GAME280A,Tad A Leckman,Section 50,4.3,1.8,4
Human Computer Interaction,Fall24,HCI200,Elin Carstensdottir,Section 50,4.5,1.9,38
Human Computer Interaction,Fall24,HCI201,Kate Ringland,Section 50,2.5,3.6,161
Human Computer Interaction,Winter25,HCI202A,Ayesha Khalid,Section 50,4,3.2,32
Human Computer Interaction,Winter25,HCI202B,Tyler Coleman,Section 50,4.8,1.9,27
Human Computer Interaction,Winter25,HCI220,Mahnaz Roshanaei,Section 50,2.3,3.1,27
Human Computer Interaction,Spring25,HCI271,Norman Makoto Su,Section 50,4.4,2.4,49
Human Computer Interaction,Fall24,HCI272,Christina Chung,Section 50,2.4,3.4,23
Human Computer Interaction,Fall24,HCI290,Yassi Moghaddam,Section 50,3.6,3.1,139
Human Computer Interaction,Winter25,HCI290,Yassi Moghaddam,Section 50,3.6,3.1,139
Human Computer Interaction,Spring25,HCI290,Yassi Moghaddam,Section 50,3.6,3.1,139
Natural Language Processing,Fall24,NLP201,Jeffrey Flanigan,Section 50,4.6,2.5,46
Natural Language Processing,Winter25,NLP202,Jeffrey Flanigan,Section 50,4.6,2.5,46
Natural Language Processing,Fall24,NLP220,Jalal Mahmud,Section 50,4.9,2,39
Natural Language Processing,Fall24,NLP243,Amita Misra,Section 50,2.2,4.1,10
Natural Language Processing,Winter25,NLP245,Beth A Hockey,Section 50,5,2.5,31
Natural Language Processing,Fall24,NLP255,Beth A Hockey,Section 50,5,2.5,31
Natural Language Processing,Spring25,NLP270,Margaret Ilona Kroll,Section 50,0,0,0
Natural Language Processing,Fall24,NLP271B,Ian Lane,Section 50,4.9,2.7,38
Natural Language Processing,Winter25,NLP271B,Ian Lane,Section 01,4.9,2.7,38
Natural Language Processing,Winter25,NLP280,Jeffrey Flanigan,Section 50,4.6,2.5,46
Natural Language Processing,Spring25,NLP280,Ian Lane,Section 50,4.9,2.7,38
Serious Games,Winter25,GAME215,Adam Sporka,Section 50,3.4,3.6,8
Serious Games,Fall24,GAME221,Terry Smith,Section 50,2.7,3.1,107
Serious Games,Fall24,GAME271,Zac Emerzian,Section 50,3.4,2.9,27
Serious Games,Winter25,GAME272,Zac Emerzian,Section 50,3.4,2.9,27
Serious Games,Fall24,GAME280A,Tad A Leckman,Section 50,4.3,1.8,4
Serious Games,Winter25,GAME280A,Tad A Leckman,Section 50,4.3,1.8,4
Statistics,Fall24,STAT5,Yunan Wang,Section 01,4.5,3.2,55
Statistics,Fall24,STAT5,Yunan Wang,Section 02,4.5,3.2,55
Statistics,Fall24,STAT5,Yunan Wang,Section 03,4.5,3.2,55
Statistics,Winter25,STAT5,Marcela Alfaro-Córdoba,Section 01,4,1,1
Statistics,Winter25,STAT5,Yunan Wang,Section 02,4.5,3.2,55
Statistics,Winter25,STAT5,Yunan Wang,Section 03,4.5,3.2,55
Statistics,Spring25,STAT5,Marcela Alfaro-Córdoba,Section 01,4,1,1
Statistics,Spring25,STAT5,Yunan Wang,Section 02,4.5,3.2,55
Statistics,Spring25,STAT5,Rebecca Killick,Section 03,4.6,3.2,19
Statistics,Fall24,STAT7,Marcela Alfaro Cordoba,Section 01,4,1,1
Statistics,Winter25,STAT7,Yunan Wang,Section 01,4.5,3.2,55
Statistics,Spring25,STAT7,Juhee Lee,Section 01,4.2,3.1,103
Statistics,Fall24,STAT7L,Meini Tang,Section 01,3.5,3,8
Statistics,Fall24,STAT17,Suzana Serboi,Section 01,2.7,2.3,33
Statistics,Winter25,STAT17,Yonatan Katznelson,Section 01,2.8,3.8,501
Statistics,Spring25,STAT17,Yonatan Katznelson,Section 01,2.8,3.8,501
Statistics,Fall24,STAT17L,Subhra Saha,Section 01,3.5,2.2,11
Statistics,Fall24,STAT17L,Subhra Saha,Section 02,3.5,2.2,11
Statistics,Winter25,STAT17L,Subhra Saha,Section 01,3.5,2.2,11
Statistics,Winter25,STAT17L,Subhra Saha,Section 02,3.5,2.2,11
Statistics,Spring25,STAT17L,Subhra Saha,Section 01,3.5,2.2,11
Statistics,Spring25,STAT17L,Subhra Saha,Section 02,3.5,2.2,11
Statistics,Spring25,STAT80A,Yik Lun Kei,Section 01,3.5,2.6,33
Statistics,Fall24,STAT80B,Sangwon Hyun,Section 01,3,4,2
Statistics,Fall24,STAT131,Bruno Sansó,Section 01,0,0,0
Statistics,Fall24,STAT131,Juhee Lee,Section 02,4.2,3.1,103
Statistics,Winter25,STAT131,Marcela Alfaro-Córdoba,Section 02,4,1,1
Statistics,Winter25,STAT131,Richard Li,Section 01,4.1,3,56
Statistics,Spring25,STAT131,Sangwon Hyun,Section 01,3,4,2
Statistics,Spring25,STAT131,Yunan Wang,Section 02,4.5,3.2,55
Statistics,Fall24,STAT132,Yik Lun Kei,Section 01,3.5,2.6,33
Statistics,Winter25,STAT132,Paul Parker,Section 01,2.8,3.4,101
Statistics,Spring25,STAT132,Yik Lun Kei,Section 01,3.5,2.6,33
Statistics,Fall24,STAT200,Raquel Prado,Section 01,4.7,3.2,4
Statistics,Fall24,STAT203,Rebecca Killick,Section 01,4.6,3.2,19
Statistics,Fall24,STAT204,Paul Parker,Section 01,2.8,3.4,101
Statistics,Winter25,STAT205,Sangwon Hyun,Section 01,3,4,2
Statistics,Winter25,STAT205B,Bruno Sansó,Section 01,0,0,0
Statistics,Winter25,STAT206B,Juhee Lee,Section 01,4.2,3.1,103
Statistics,Spring25,STAT207,Richard Li,Section 01,4.1,3,56
Statistics,Spring25,STAT208,Paul Parker,Section 01,2.8,3.4,101
Statistics,Fall24,STAT209,Athanasios Kottas,Section 01,2.4,4.2,80
Statistics,Spring25,STAT222,Athanasios Kottas,Section 01,2.4,4.2,80
Statistics,Winter25,STAT223,Raquel Prado,Section 01,4.7,3.2,4
Statistics,Fall24,STAT227,Richard Li,Section 01,4.1,3,56
Statistics,Winter25,STAT243,Athanasios Kottas,Section 01,2.4,4.2,80
Statistics,Fall24,STAT246,Robert Lund,Section 01,3.5,3.3,247
Statistics,Fall24,STAT280B,Paul A Parker,Section 01,2.8,3.4,101
Statistics,Spring25,STAT280B,Yik Lun Kei,Section 01,3.5,2.6,33
Statistics,Fall24,STAT280D,Richard Li,Section 01,4.1,3,56
Statistics,Winter25,STAT280D,Sangwon Hyun,Section 01,3,4,2
Statistics,Spring25,STAT280D,Ju Hee Lee,Section 01,3.8,2.3,30
Technology & Information Management,Fall24,TIM50,Paul Vroomen,Section 01,2.8,3.4,101
Technology & Information Management,Winter25,TIM50,John T Musacchio,Section 01,4.2,3.1,119
Technology & Information Management,Spring25,TIM50,Paul Vroomen,Section 01,2.8,3.4,101
Technology & Information Management,Winter25,TIM58,Paul Vroomen,Section 01,2.8,3.4,101
Technology & Information Management,Spring25,TIM80C,Subhas Desa,Section 01,3.9,2.4,116
Technology & Information Management,Spring25,TIM147,Yi Zhang,Section 01,4,2.4,26
Technology & Information Management,Fall24,TIM170,Subhas Desa,Section 01,3.9,2.4,116
Technology & Information Management,Winter25,TIM170,Subhas Desa,Section 01,3.9,2.4,116
Technology & Information Management,Spring25,TIM170,Subhas Desa,Section 01,3.9,2.4,116
